log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_title,source_type,source_scope,article_section_page,source_uri,trigger_term,excerpt_<=50w,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method
AT-P2-0000801,2025-02-11T00:09:44Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Explanation/Elaboration,Other/unclear,Mts2024 2029.Pdf).,Unspecified (see source_title/source_uri),—,—,—,compliance,"The IAEA executes its objectives via several strategies: firstly, a six-year Medium Term Strategy, prepared through a joint consultation process among Member States and the Secretariat, which establishes the Agency's strategic direction and roadmap for the preparation of its programme and budget, by identifying priorities among and within its programmes",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,ba5b8205bcd300492b61ed07ead0fff3bcad83ab,attributes,STR,ACCEPT,0.042200014948229836,regex + TF-IDF cosine (ranking)
AT-P2-0000802,2025-02-11T00:10:44Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Other/unclear,Mts2024 2029.Pdf).,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),https://www.iaea.org/sites/default/files/23/02/mts2024_2029.pdf).,compliance,"The IAEA executes its objectives via several strategies: firstly, a six-year Medium Term Strategy, prepared through a joint consultation process among Member States and the Secretariat, which establishes the Agency's strategic direction and roadmap for the preparation of its programme and budget, by identifying priorities among and within its programmes",Accept,Yes,Substantiates matrix value; citation anchors preserved.,External portal evidence: strategy instrument evidence captured (Not specified (see narrative/citations in cell text)); classified to 'mixed strategy references' family for STR.,3780d8ca40b999cbb7f5417c83c77bef01e33e16,attributes,STR,ACCEPT,0.042200014948229836,regex + TF-IDF cosine (ranking)
AT-P2-0000803,2025-02-11T07:25:21Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Other/unclear,Foundational/operational source (named in cell),Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,established,1961.0,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,8fd4b6fa08b0c2dd7b7fe10946c54e8cadce7a88,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000804,2025-02-11T17:19:38Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Other/unclear,Foundational/operational source (named in cell),Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,global,Global,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: global mandate support (membership/remit) captured (Not specified (see narrative/citations in cell text)); used for scale gate/descriptor.,68ab726cd894379177bc9079f352edbfc59fd22d,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking)
AT-P2-0000805,2025-02-11T19:39:33Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),YE,IND_YE_DATE,YE,IND_YE_DATE,Definition/Identification,Foundational legal instrument,Convention of the World Meteorological Organization (Basic Documents),Convention,—,—,—,established,Year of establishment specified in the constitutive instrument (treaty/charter/statute/resolution).,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,cd95b8d3f90c35ef37009e2767626e6e5ec2c2eb,attributes,YE,ACCEPT,0.18650937291160458,regex + TF-IDF cosine (ranking)
AT-P2-0000806,2025-02-11T19:40:33Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),YE,IND_YE_DATE,YE,IND_YE_DATE,Explanation/Elaboration,Foundational legal instrument,Convention of the World Meteorological Organization (Basic Documents),Convention,—,—,—,established,1947.0,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,e9c44c4ddd78075a10551a4e60c8c530f5f48717,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000807,2025-02-11T19:41:33Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (Basic Documents),Convention,—,Not specified (see narrative/citations in cell text),—,established,1947.0,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: creation date recorded (Not specified (see narrative/citations in cell text)); retained as YE substantiation.,15f77437d8a0931d2d18497e58c735686ae5914f,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000808,2025-02-12T03:13:54Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,"Convention on the Organisation for Economic Co-operation and Development, which established OECD as an intergovernmental organisation with 38 member countries, to stimulate economic progress and world tradem (https://treaties",Convention,—,Article 1,https://treaties.un.org/doc/Publication/UNTS/Volume%20888/volume-888-I-12736-English.pdf,mandate,"Development, which established OECD as an intergovernmental organisation with 38 member countries, to stimulate economic progress and world tradem (https://treaties.un.org/doc/Publication/UNTS/Volume%20888/volume-888-I-12736-English.pdf). Specifically, Article 1 of the Convention defines the aims and objectives of OECD, and Article 2 outlines the functions and activities of OECD (https://treaties.un.org/doc/Publication/UNTS/Volume%20888/volume-888-I-12736-English.pdf). Additionally, OECD’s rules of procedure, rule",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: jurisdictional source located (Article 1); used to populate SoJ with traceable citation.,a11e40d359f51d4714e9dbc64af791a0938302da,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000809,2025-02-12T13:08:10Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,"Convention on the Organisation for Economic Co-operation and Development, which established OECD as an intergovernmental organisation with 38 member countries, to stimulate economic progress and world tradem (https://treaties",Convention,—,Article 1,https://www.oecd.org/legal/Rules%20of%20Procedure%20OECD%20Oct%202013.pdf,mandate,"subsidiary bodies in carrying out their work and shall perform any other tasks entrusted to it by the Council (https://www.oecd.org/legal/Rules%20of%20Procedure%20OECD%20Oct%202013.pdf). OECD’s jurisdiction is also influenced by the decisions, agreements, recommendations, etc adopted by its governing bodies, such as the Council, the Ministerial Council, and the committees (https://legalinstruments.oecd.org/en/). These decisions and",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: enabling authority identified (Article 1); retained as SoJ substantiation (avoid narrative mandate drift).,c02d76baca39aef5985f3e15ad7d1c3b873d056c,attributes,SoJ,ACCEPT,0.017499792138148042,regex + TF-IDF cosine (ranking)
AT-P2-0000810,2025-02-12T15:10:21Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Definition/Identification,Foundational legal instrument,Convention of the World Meteorological Organization (Basic Documents),Convention,—,—,—,global,"Scale classification indicating global or near‑global mandate (membership reach, ABNJ remit, or multi‑basin uptake).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,b360959d617b94ba74adb1d03db1addf7f5ebe9a,scale_gate,SCL,ACCEPT,0.3879581861171067,regex + TF-IDF cosine (ranking)
AT-P2-0000811,2025-02-12T15:11:21Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Explanation/Elaboration,Foundational legal instrument,Convention of the World Meteorological Organization (Basic Documents),Convention,—,—,—,global,Global,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,962dc2a805013a653c71e7049b5b27cd8b4c4e12,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking)
AT-P2-0000812,2025-02-12T15:12:21Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (Basic Documents),Convention,—,Not specified (see narrative/citations in cell text),—,global,Global,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: mandate reach documented (Not specified (see narrative/citations in cell text)); supports global-layer case definition.,3fcb383155ba9a54e99648e98c2b927fe0236402,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking)
AT-P2-0000813,2025-02-12T18:05:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,"Convention on the Organisation for Economic Co-operation and Development, which established OECD as an intergovernmental organisation with 38 member countries, to stimulate economic progress and world tradem (https://treaties",Convention,—,Article 1,https://legalinstruments.oecd.org/en/,mandate,"decisions, agreements, recommendations, etc adopted by its governing bodies, such as the Council, the Ministerial Council, and the committees (https://legalinstruments.oecd.org/en/). These decisions and recommendations provide guidance and direction for OECD’s work and policy advice, as well as the cooperation and coordination with other organisations and stakeholders. OECD’s mandate is also",Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: legal basis clause captured (Article 1); coded as SoJ with citation anchor where available.,3e34895ce874930ea84fe54797f90cb013638e09,attributes,SoJ,ACCEPT,0.00908606591778445,regex + TF-IDF cosine (ranking)
AT-P2-0000814,2025-02-12T23:02:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,"Convention on the Organisation for Economic Co-operation and Development, which established OECD as an intergovernmental organisation with 38 member countries, to stimulate economic progress and world tradem (https://treaties",Convention,—,Article 1,https://www.oecd.org/tax/automatic-exchange/common-reporting-standard/,mandate,"mandate is also supported by the implementation of various international standards and frameworks, such as the Common Reporting Standard (https://www.oecd.org/tax/automatic-exchange/common-reporting-standard/), the Base erosion and profit shifting (BEPS) (https://www.oecd.org/tax/beps/about/), which provide further legal and technical frameworks for the OECD.",Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: legal basis clause captured (Article 1); coded as SoJ with citation anchor where available.,0f774631ed46577c977076bf2737d40451be6d6e,attributes,SoJ,ACCEPT,0.017158096425546207,regex + TF-IDF cosine (ranking)
